parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.6076612306930456
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.6511486599521956
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,0.7145284720245517
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,0.8232544266695666
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.0072450864551976
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.2685669688777172
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.3970673472458008
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.47808626235533
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,1.04919427500929
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,1.17998424670635
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,1.2508233816989587
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.3210219782330876
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.3471588660562988
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.4279874320166168
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.4859143823103667
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.5118399614825488
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.6076612306930453
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.6511486599521958
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,0.714528472024552
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,0.8232544266695664
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.0072450864551976
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.268566968877717
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.3970673472458006
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.47808626235533
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.8772941748646632
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.9825405730436897
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,1.0563088570350738
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.0808496523650748
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.146468814649383
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.2854083083690158
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.5281274167469068
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.5608897940951207
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,1.04919427500929
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,1.1799842467063502
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,1.250823381698959
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.3210219782330879
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.3471588660562988
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.427987432016617
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.4859143823103667
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,7,1.5118399614825488
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,0,0.8772941748646632
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,1,0.98254057304369
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,2,1.056308857035074
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,3,1.0808496523650746
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,4,1.146468814649383
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,5,1.2854083083690155
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,6,1.5281274167469068
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,7,1.5608897940951207
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,0,0.4806515979606985
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,1,0.6119509301075372
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,2,0.7219484156831244
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,3,0.8032556242723239
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,4,1.004123657745552
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,5,1.1792525502486788
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,6,1.5337112109933995
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,7,1.5620801630744627
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,0,0.7459437390105951
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,1,0.8721360565000983
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,2,1.0074089910524682
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,3,1.0525178555526513
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,4,1.1974489866095377
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,5,1.2620984324661253
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,6,1.3814833265135058
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,7,1.4515534147869817
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,0,0.480651597960699
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,1,0.6119509301075372
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,2,0.7219484156831243
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,3,0.8032556242723237
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,4,1.0041236577455515
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,5,1.1792525502486786
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,6,1.5337112109933995
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,7,1.5620801630744625
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,0,0.5616820017051644
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,1,0.6065519874492604
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,2,0.7671459263858269
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,3,0.8929164197764655
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,4,1.081961599622013
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,5,1.3312101724818328
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,6,1.3403090168723355
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,7,1.4844043023077824
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,0,0.745943739010595
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,1,0.8721360565000981
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,2,1.0074089910524682
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,3,1.0525178555526515
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,4,1.1974489866095375
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,5,1.262098432466125
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,6,1.381483326513506
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,7,1.4515534147869817
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,0,0.5616820017051641
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,1,0.60655198744926
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,2,0.7671459263858272
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,3,0.8929164197764655
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,4,1.0819615996220135
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,5,1.3312101724818328
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,6,1.3403090168723357
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,7,1.4844043023077824
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,0,0.3583569169677373
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,1,0.5406240893969579
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,2,0.5566551435873195
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,3,0.7581060739297435
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,4,0.8031226337821232
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,5,0.8409489868129576
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,6,0.9828517221212584
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,7,1.2572831621770573
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,0,0.722506804757099
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,1,0.8212278248212085
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,2,0.9290271713754764
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,3,1.0841588467754817
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,4,1.1279794173970288
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,5,1.3135026508787246
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,6,1.4521797061527697
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,7,1.5467457908208992
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,0,0.3583569169677376
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,1,0.5406240893969586
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,2,0.556655143587321
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,3,0.7581060739297436
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,4,0.8031226337821231
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,5,0.8409489868129575
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,6,0.9828517221212586
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,7,1.2572831621770573
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,0,0.5595640683944529
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,1,0.707320775336583
