i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.48053212225482045,1
0,2,0.08714743136944988,2
1,0,0.48053212225482045,1
1,1,1.0,0
1,2,0.15419397179885386,1
2,0,0.08714743136944988,2
2,1,0.15419397179885386,1
2,2,1.0,0
