model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,forecast/mae,0.4000459909439087,1.0,926,124
ft_0,val_base,val,forecast/mae,0.4346359372138977,1.086464924166279,926,124
ft_1,val_base,val,forecast/mae,0.38408076763153076,0.960091530289535,926,124
merged,val_base,val,forecast/mae,0.38942572474479675,0.9734523868766853,926,124
base,val_base,val,forecast/mse,0.32185453176498413,1.0,926,124
ft_0,val_base,val,forecast/mse,0.3531353771686554,1.0971893893559104,926,124
ft_1,val_base,val,forecast/mse,0.30975112318992615,0.9623947859031675,926,124
merged,val_base,val,forecast/mse,0.30615365505218506,0.9512174750913132,926,124
base,val_base,val,forecast/rmse,0.5673222468447576,1.0,926,124
ft_0,val_base,val,forecast/rmse,0.5942519475514199,1.0474680851252274,926,124
ft_1,val_base,val,forecast/rmse,0.5565528934341516,0.9810172199829967,926,124
merged,val_base,val,forecast/rmse,0.5533115352603676,0.9753037860540238,926,124
base,val_0,val,forecast/mae,0.5627062916755676,1.0,403,124
ft_0,val_0,val,forecast/mae,0.5334391593933105,0.947988617303161,403,124
ft_1,val_0,val,forecast/mae,0.485397070646286,0.8626117706999893,403,124
merged,val_0,val,forecast/mae,0.4818245470523834,0.85626294601693,403,124
base,val_0,val,forecast/mse,0.6895227432250977,1.0,403,124
ft_0,val_0,val,forecast/mse,0.5429232120513916,0.7873898539038501,403,124
ft_1,val_0,val,forecast/mse,0.5010702013969421,0.7266913329838718,403,124
merged,val_0,val,forecast/mse,0.47996848821640015,0.6960879723436655,403,124
base,val_0,val,forecast/rmse,0.830375061779373,1.0,403,124
ft_0,val_0,val,forecast/rmse,0.7368332321844554,0.8873499050001922,403,124
ft_1,val_0,val,forecast/rmse,0.7078631233486755,0.8524619246534545,403,124
merged,val_0,val,forecast/rmse,0.6927975809833635,0.8343188673065386,403,124
base,val_1,val,forecast/mae,0.580925464630127,1.0,403,124
ft_0,val_1,val,forecast/mae,0.5639836192131042,0.9708364558819788,403,124
ft_1,val_1,val,forecast/mae,0.35932353138923645,0.6185363756054598,403,124
merged,val_1,val,forecast/mae,0.4171708822250366,0.7181142980031832,403,124
base,val_1,val,forecast/mse,0.5697159171104431,1.0,403,124
ft_0,val_1,val,forecast/mse,0.5046341419219971,0.8857645130953405,403,124
ft_1,val_1,val,forecast/mse,0.2532397508621216,0.44450180038243414,403,124
merged,val_1,val,forecast/mse,0.3249838948249817,0.5704314818397139,403,124
base,val_1,val,forecast/rmse,0.7547952815899441,1.0,403,124
ft_0,val_1,val,forecast/rmse,0.7103760566925078,0.9411506325213519,403,124
ft_1,val_1,val,forecast/rmse,0.5032293223393501,0.6667096822324048,403,124
merged,val_1,val,forecast/rmse,0.5700735872016715,0.7552691452983592,403,124
base,test,test,forecast/mae,0.6228158473968506,1.0,3365,124
ft_0,test,test,forecast/mae,0.5717373490333557,0.9179877991592782,3365,124
ft_1,test,test,forecast/mae,0.44771772623062134,0.718860523703632,3365,124
merged,test,test,forecast/mae,0.4767722189426422,0.7655107379418508,3365,124
standard,test,test,forecast/mae,0.45571017265319824,0.7316932839103327,3365,124
base,test,test,forecast/mse,0.727324903011322,1.0,3365,124
ft_0,test,test,forecast/mse,0.5606447458267212,0.7708312248150725,3365,124
ft_1,test,test,forecast/mse,0.41199761629104614,0.566456083911419,3365,124
merged,test,test,forecast/mse,0.4488641321659088,0.6171439068117835,3365,124
standard,test,test,forecast/mse,0.40949827432632446,0.563019735239218,3365,124
base,test,test,forecast/rmse,0.8528334556121271,1.0,3365,124
ft_0,test,test,forecast/rmse,0.7487621423567842,0.8779699452800606,3365,124
ft_1,test,test,forecast/rmse,0.6418704045919598,0.7526327682950159,3365,124
merged,test,test,forecast/rmse,0.6699732324249297,0.7855850729308593,3365,124
standard,test,test,forecast/rmse,0.6399205218824635,0.7503464101594797,3365,124
