step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.28957251525863614,0.3333333333333333,0.17232155538895927,256,0,7
1,0.4718755258208421,0.5,0.2587310181246761,0.3333333333333333,0.17232155538895927,256,0,7
2,0.39077385179631974,0.3333333333333333,0.35169646661668774,0.3333333333333333,0.17232155538895927,256,0,7
