temporal_distance,mean,std,n_pairs
1,0.4040089395776086,0.11007466924983202,4
2,0.3441406744749777,0.05246393093114988,3
3,0.22146964888664766,0.07517813990699163,2
4,0.06997895252497693,0.0,1
