step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.171018235255553,0.3333333333333333,0.48694529423334093
1,0.7335575054236037,0.5,0.4708397218524015,0.3333333333333333,0.48694529423334093
2,0.3581420428920455,0.3333333333333333,0.3581420428920455,0.3333333333333333,0.48694529423334093
