step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.6117582165580783,0.2,1.0736978606500858,256,0,7
1,0.4479213105872729,0.5,0.49634145888644066,0.2,1.0736978606500858,256,0,7
2,0.6517378422498182,0.3333333333333333,2.073697860650086,0.2,1.0736978606500858,256,0,7
3,0.3413458850288769,0.25,1.64895879529809,0.2,1.0736978606500858,256,0,7
4,0.033848733721461084,0.2,0.16924366860730541,0.2,1.0736978606500858,256,0,7
