merge_scale,metric,value,selected
0.0,forecast/mse,0.049879975616931915,0
0.05,forecast/mse,0.03411763906478882,0
0.1,forecast/mse,0.025554142892360687,0
0.15,forecast/mse,0.022144734859466553,1
0.2,forecast/mse,0.02249198406934738,0
0.25,forecast/mse,0.02618713676929474,0
0.3,forecast/mse,0.033222101628780365,0
0.35,forecast/mse,0.04403851553797722,0
0.4,forecast/mse,0.05923401564359665,0
0.45,forecast/mse,0.07953427731990814,0
0.5,forecast/mse,0.10580220073461533,0
0.55,forecast/mse,0.13911977410316467,0
0.6,forecast/mse,0.18066036701202393,0
0.65,forecast/mse,0.23182284832000732,0
0.7,forecast/mse,0.29414379596710205,0
0.75,forecast/mse,0.36914628744125366,0
0.8,forecast/mse,0.4582889676094055,0
0.85,forecast/mse,0.5630218982696533,0
0.9,forecast/mse,0.6847369074821472,0
0.95,forecast/mse,0.8248985409736633,0
1.0,forecast/mse,0.9851522445678711,0
1.05,forecast/mse,1.1671441793441772,0
1.1,forecast/mse,1.372374415397644,0
1.15,forecast/mse,1.6027066707611084,0
1.2,forecast/mse,1.859933614730835,0
