model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,forecast/mae,0.22035978734493256,1.0,9817,124
ft_0,val_base,val,forecast/mae,0.26861196756362915,1.218969989035099,9817,124
ft_1,val_base,val,forecast/mae,0.31703421473503113,1.4387117475239373,9817,124
merged,val_base,val,forecast/mae,0.2523435652256012,1.14514344139661,9817,124
base,val_base,val,forecast/mse,0.15268689393997192,1.0,9817,124
ft_0,val_base,val,forecast/mse,0.21005207300186157,1.3757046697435766,9817,124
ft_1,val_base,val,forecast/mse,0.22004206478595734,1.441132628400089,9817,124
merged,val_base,val,forecast/mse,0.17587104439735413,1.1518411296420565,9817,124
base,val_base,val,forecast/rmse,0.3907517036942666,1.0,9817,124
ft_0,val_base,val,forecast/rmse,0.45831438227690563,1.1729043736569391,9817,124
ft_1,val_base,val,forecast/rmse,0.4690864150515951,1.200471835737969,9817,124
merged,val_base,val,forecast/rmse,0.4193698181764564,1.0732386172897694,9817,124
base,val_0,val,forecast/mae,0.537753164768219,1.0,4849,124
ft_0,val_0,val,forecast/mae,0.33729493618011475,0.6272300346674756,4849,124
ft_1,val_0,val,forecast/mae,0.4303172826766968,0.8002133894686999,4849,124
merged,val_0,val,forecast/mae,0.32580819725990295,0.6058694185469499,4849,124
base,val_0,val,forecast/mse,0.736228883266449,1.0,4849,124
ft_0,val_0,val,forecast/mse,0.3660278022289276,0.4971657735091307,4849,124
ft_1,val_0,val,forecast/mse,0.5052300095558167,0.686240408436908,4849,124
merged,val_0,val,forecast/mse,0.3846386671066284,0.5224444134819737,4849,124
base,val_0,val,forecast/rmse,0.8580378099282391,1.0,4849,124
ft_0,val_0,val,forecast/rmse,0.6050023158872432,0.7050998322997466,4849,124
ft_1,val_0,val,forecast/rmse,0.7107953359131,0.8283962870733476,4849,124
merged,val_0,val,forecast/rmse,0.6201924436065216,0.7228031637188467,4849,124
base,val_1,val,forecast/mae,0.34879815578460693,1.0,4849,124
ft_0,val_1,val,forecast/mae,0.3251001536846161,0.9320581209878155,4849,124
ft_1,val_1,val,forecast/mae,0.25203514099121094,0.7225816329913454,4849,124
merged,val_1,val,forecast/mae,0.2618892788887024,0.7508333245042347,4849,124
base,val_1,val,forecast/mse,0.22937451303005219,1.0,4849,124
ft_0,val_1,val,forecast/mse,0.20110207796096802,0.8767411658095599,4849,124
ft_1,val_1,val,forecast/mse,0.13163676857948303,0.5738944874064376,4849,124
merged,val_1,val,forecast/mse,0.14181022346019745,0.6182475183788957,4849,124
base,val_1,val,forecast/rmse,0.47893059312394337,1.0,4849,124
ft_0,val_1,val,forecast/rmse,0.4484440633579265,0.936344576429831,4849,124
ft_1,val_1,val,forecast/rmse,0.3628178173401673,0.7575582402736026,4849,124
merged,val_1,val,forecast/rmse,0.37657698211680096,0.7862871729711071,4849,124
base,test,test,forecast/mae,0.41236382722854614,1.0,57319,124
ft_0,test,test,forecast/mae,0.39766737818717957,0.9643604795790652,57319,124
ft_1,test,test,forecast/mae,0.4635261595249176,1.124070854226541,57319,124
merged,test,test,forecast/mae,0.3658401370048523,0.8871780521187451,57319,124
standard,test,test,forecast/mae,0.33548030257225037,0.8135541490798991,57319,124
base,test,test,forecast/mse,0.5235793590545654,1.0,57319,124
ft_0,test,test,forecast/mse,0.3525262773036957,0.6733005631472129,57319,124
ft_1,test,test,forecast/mse,0.504136323928833,0.9628651611460753,57319,124
merged,test,test,forecast/mse,0.3441559970378876,0.6573139125639614,57319,124
standard,test,test,forecast/mse,0.2968709170818329,0.5670027130517461,57319,124
base,test,test,forecast/rmse,0.7235878378293581,1.0,57319,124
ft_0,test,test,forecast/rmse,0.5937392334212854,0.8205489401292362,57319,124
ft_1,test,test,forecast/rmse,0.7100255797707805,0.9812569292219421,57319,124
merged,test,test,forecast/rmse,0.5866481032423846,0.810748982462489,57319,124
standard,test,test,forecast/rmse,0.5448586211870313,0.7529958253879938,57319,124
