singular_index,singular_value,p,cumulative_energy
0,2.9272550797692127,0.6823492790121355,0.6823492790121355
1,1.523048973576893,0.1847197520362871,0.8670690310484226
2,1.2920231195306808,0.13293096895157738,1.0
