merge_scale,metric,value,selected
0.0,forecast/mse,0.42374178767204285,0
0.05,forecast/mse,0.40041065216064453,0
0.1,forecast/mse,0.3821695148944855,0
0.15,forecast/mse,0.3688775300979614,0
0.2,forecast/mse,0.36030811071395874,0
0.25,forecast/mse,0.3561955392360687,1
0.3,forecast/mse,0.35628730058670044,0
0.35,forecast/mse,0.36044639348983765,0
0.4,forecast/mse,0.36870884895324707,0
0.45,forecast/mse,0.3812031149864197,0
0.5,forecast/mse,0.3980363607406616,0
0.55,forecast/mse,0.41930732131004333,0
0.6,forecast/mse,0.4451279044151306,0
0.65,forecast/mse,0.4754738211631775,0
0.7,forecast/mse,0.5102288722991943,0
0.75,forecast/mse,0.5492185354232788,0
0.8,forecast/mse,0.5922815799713135,0
0.85,forecast/mse,0.6395821571350098,0
0.9,forecast/mse,0.6917235255241394,0
0.95,forecast/mse,0.7495977878570557,0
1.0,forecast/mse,0.8139865398406982,0
1.05,forecast/mse,0.8849359154701233,0
1.1,forecast/mse,0.9617444276809692,0
1.15,forecast/mse,1.0436891317367554,0
1.2,forecast/mse,1.1300654411315918,0
