segment,tau_norm,tau_over_base,base_norm
0,0.17227758484985287,0.0022673008468033903,75.98355775888437
1,0.46534884966002554,0.006124336150943322,75.98355775888437
2,0.49285303176326534,0.006486311595558823,75.98355775888437
3,0.4997310379210164,0.0065768312600838355,75.98355775888437
4,0.40462559988954144,0.005325173127237921,75.98355775888437
