temporal_distance,mean,std,n_pairs
1,0.2900343613386188,0.09855946718179447,4
2,0.2803767266852088,0.06058538067812997,3
3,0.16788862582470995,0.09179932365818103,2
4,0.1370898022551553,0.0,1
