temporal_distance,mean,std,n_pairs
1,0.7657394764528707,0.07238343729776263,4
2,0.7075248601320783,0.056949635103211715,3
3,0.6622562774533367,0.06365749285561423,2
4,0.5969505250574425,0.0,1
