i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.7262919021041763,1
0,2,0.6903397957076135,2
1,0,0.7262919021041763,1
1,1,1.0,0
1,2,0.8748632609997065,1
2,0,0.6903397957076135,2
2,1,0.8748632609997065,1
2,2,1.0,0
