temporal_distance,mean,std,n_pairs
1,0.1885470435098124,0.12092219656072682,4
2,0.07928416345585036,0.031440952448254185,3
3,0.06447938980278747,0.1676132471156231,2
4,0.10926238245443257,0.0,1
