temporal_distance,mean,std,n_pairs
1,0.4197498287547806,0.11577274190131759,4
2,0.36911387103634996,0.06800425108893962,3
3,0.24331405616474278,0.06340602240444282,2
4,0.042610124931231376,0.0,1
