step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.8574079050934342,0.2,0.3164202283291634,256,0,42
1,0.5383018249375237,0.5,0.9996665894665908,0.2,0.3164202283291634,256,0,42
2,0.38255052908621984,0.3333333333333333,1.1505797055669755,0.2,0.3164202283291634,256,0,42
3,0.30320635132153734,0.25,1.3087660282021627,0.2,0.3164202283291634,256,0,42
4,0.13671595433416733,0.2,0.6835797716708367,0.2,0.3164202283291634,256,0,42
