parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.5273495626065839
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.5665044862961334
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,0.8881420250000024
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,1.0539235020651114
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.1641872074429103
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.427339393613788
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.458440176011124
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.5407401557950404
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.6455586709820693
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,0.8147911823595585
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,0.871814489502002
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.0260248773702427
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.1038368765485693
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.3441612137818846
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.3939697762054784
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.4751623396769376
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.5273495626065846
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.5665044862961334
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,0.8881420250000024
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,1.0539235020651114
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.1641872074429105
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.427339393613788
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.4584401760111243
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.5407401557950404
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.6035750236199258
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.782994039595742
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,0.9110518256428123
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.026131022051026
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.1222446724866744
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.221165180041919
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.3564159851909559
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.5617382603825989
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,0.6455586709820686
