i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.2733711704004224,1
0,2,0.17480092501545183,2
1,0,0.2733711704004224,1
1,1,1.0,0
1,2,0.23636370583077607,1
2,0,0.17480092501545183,2
2,1,0.23636370583077607,1
2,2,1.0,0
