singular_index,singular_value,p,cumulative_energy
0,2.6956315949474794,0.6234974750468957,0.6234974750468957
1,1.9072397375066554,0.3121218673250094,0.935619342371905
2,0.8662054117969249,0.064380657628095,1.0
