parameter,i,j,cosine
decoder.encoder.layers.1.norm2.bias,0,1,0.8888509747084303
decoder.encoder.layers.1.norm2.bias,0,2,0.6440747483218366
decoder.encoder.layers.1.norm2.bias,1,0,0.8888509747084303
decoder.encoder.layers.1.norm2.bias,1,2,0.8115719854500559
decoder.encoder.layers.1.norm2.bias,2,0,0.6440747483218366
decoder.encoder.layers.1.norm2.bias,2,1,0.8115719854500559
decoder.encoder.layers.1.norm2.weight,0,1,0.578584564596072
decoder.encoder.layers.1.norm2.weight,0,2,0.5784909899704058
decoder.encoder.layers.1.norm2.weight,1,0,0.578584564596072
decoder.encoder.layers.1.norm2.weight,1,2,0.827082116333421
decoder.encoder.layers.1.norm2.weight,2,0,0.5784909899704058
decoder.encoder.layers.1.norm2.weight,2,1,0.827082116333421
decoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.7973229134051351
decoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.6998174297636249
decoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.7973229134051351
decoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.8729272114348163
decoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.6998174297636249
decoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.8729272114348163
decoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.5049633338645608
decoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.5376337579456408
decoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.5049633338645608
decoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.7705709320733994
decoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.5376337579456408
decoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.7705709320733994
decoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.8168995769088944
decoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.6284236171789113
decoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.8168995769088944
decoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.8299258654842767
decoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.6284236171789113
decoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.8299258654842767
decoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.552064568382617
decoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.5700789654977096
decoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.552064568382617
decoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.8059278573651578
decoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.5700789654977096
decoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.8059278573651578
decoder.norm.bias,0,1,0.8159815609035145
decoder.norm.bias,0,2,0.6672285590622522
decoder.norm.bias,1,0,0.8159815609035145
decoder.norm.bias,1,2,0.8997562586510262
decoder.norm.bias,2,0,0.6672285590622522
decoder.norm.bias,2,1,0.8997562586510262
decoder.norm.weight,0,1,0.6161386516622244
decoder.norm.weight,0,2,0.5467253279912911
decoder.norm.weight,1,0,0.6161386516622244
decoder.norm.weight,1,2,0.8522731676523411
decoder.norm.weight,2,0,0.5467253279912911
decoder.norm.weight,2,1,0.8522731676523411
decoder.output_projection.bias,0,1,0.8598470689287063
decoder.output_projection.bias,0,2,0.7281655706001245
decoder.output_projection.bias,1,0,0.8598470689287063
decoder.output_projection.bias,1,2,0.8494605897599938
decoder.output_projection.bias,2,0,0.7281655706001245
decoder.output_projection.bias,2,1,0.8494605897599938
decoder.output_projection.weight,0,1,0.5857947346731287
decoder.output_projection.weight,0,2,0.5141638026845481
decoder.output_projection.weight,1,0,0.5857947346731287
decoder.output_projection.weight,1,2,0.7970547516917635
decoder.output_projection.weight,2,0,0.5141638026845481
decoder.output_projection.weight,2,1,0.7970547516917635
decoder_mask_token,0,1,0.8753490565510854
decoder_mask_token,0,2,0.8506077596238517
decoder_mask_token,1,0,0.8753490565510854
decoder_mask_token,1,2,0.9471815333477687
decoder_mask_token,2,0,0.8506077596238517
decoder_mask_token,2,1,0.9471815333477687
decoder_pos_enc,0,1,0.6889331228404697
decoder_pos_enc,0,2,0.7225145259897959
decoder_pos_enc,1,0,0.6889331228404697
decoder_pos_enc,1,2,0.8301314009872184
decoder_pos_enc,2,0,0.7225145259897959
decoder_pos_enc,2,1,0.8301314009872184
encoder.encoder.layers.0.linear1.bias,0,1,0.48475462311949163
encoder.encoder.layers.0.linear1.bias,0,2,0.5382428549850797
encoder.encoder.layers.0.linear1.bias,1,0,0.48475462311949163
encoder.encoder.layers.0.linear1.bias,1,2,0.7929760687743014
encoder.encoder.layers.0.linear1.bias,2,0,0.5382428549850797
encoder.encoder.layers.0.linear1.bias,2,1,0.7929760687743014
encoder.encoder.layers.0.linear1.weight,0,1,0.33931406311453893
encoder.encoder.layers.0.linear1.weight,0,2,0.39570425441102924
encoder.encoder.layers.0.linear1.weight,1,0,0.33931406311453893
encoder.encoder.layers.0.linear1.weight,1,2,0.7236703301248378
encoder.encoder.layers.0.linear1.weight,2,0,0.39570425441102924
encoder.encoder.layers.0.linear1.weight,2,1,0.7236703301248378
encoder.encoder.layers.0.linear2.bias,0,1,0.7733094769651855
encoder.encoder.layers.0.linear2.bias,0,2,0.8080066298973615
encoder.encoder.layers.0.linear2.bias,1,0,0.7733094769651855
encoder.encoder.layers.0.linear2.bias,1,2,0.8892294562756494
encoder.encoder.layers.0.linear2.bias,2,0,0.8080066298973615
encoder.encoder.layers.0.linear2.bias,2,1,0.8892294562756494
encoder.encoder.layers.0.linear2.weight,0,1,0.3212392129894077
encoder.encoder.layers.0.linear2.weight,0,2,0.38720297629906936
encoder.encoder.layers.0.linear2.weight,1,0,0.3212392129894077
encoder.encoder.layers.0.linear2.weight,1,2,0.7229804865108013
encoder.encoder.layers.0.linear2.weight,2,0,0.38720297629906936
encoder.encoder.layers.0.linear2.weight,2,1,0.7229804865108013
encoder.encoder.layers.0.norm1.bias,0,1,0.6928394464679172
encoder.encoder.layers.0.norm1.bias,0,2,0.6892505689417536
encoder.encoder.layers.0.norm1.bias,1,0,0.6928394464679172
encoder.encoder.layers.0.norm1.bias,1,2,0.8897592753509123
encoder.encoder.layers.0.norm1.bias,2,0,0.6892505689417536
encoder.encoder.layers.0.norm1.bias,2,1,0.8897592753509123
encoder.encoder.layers.0.norm1.weight,0,1,0.37508068433832464
encoder.encoder.layers.0.norm1.weight,0,2,0.5153484592855276
encoder.encoder.layers.0.norm1.weight,1,0,0.37508068433832464
encoder.encoder.layers.0.norm1.weight,1,2,0.76796478734301
encoder.encoder.layers.0.norm1.weight,2,0,0.5153484592855276
encoder.encoder.layers.0.norm1.weight,2,1,0.76796478734301
encoder.encoder.layers.0.norm2.bias,0,1,0.8265056763237556
encoder.encoder.layers.0.norm2.bias,0,2,0.7924987401193526
encoder.encoder.layers.0.norm2.bias,1,0,0.8265056763237556
encoder.encoder.layers.0.norm2.bias,1,2,0.9599634946875656
encoder.encoder.layers.0.norm2.bias,2,0,0.7924987401193526
encoder.encoder.layers.0.norm2.bias,2,1,0.9599634946875656
encoder.encoder.layers.0.norm2.weight,0,1,0.5987075126781876
encoder.encoder.layers.0.norm2.weight,0,2,0.5905511501030861
encoder.encoder.layers.0.norm2.weight,1,0,0.5987075126781876
encoder.encoder.layers.0.norm2.weight,1,2,0.849175108860656
encoder.encoder.layers.0.norm2.weight,2,0,0.5905511501030861
encoder.encoder.layers.0.norm2.weight,2,1,0.849175108860656
encoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.6953529086641407
encoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.7513603888908026
encoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.6953529086641407
encoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.8743539043727103
encoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.7513603888908026
encoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.8743539043727103
encoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.39013156360868495
encoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.5212497723998454
encoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.39013156360868495
encoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.7113218931386316
encoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.5212497723998454
encoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.7113218931386316
encoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.7901028635992173
encoder.encoder.layers.0.self_attn.out_proj.bias,0,2,0.7749906713046066
encoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.7901028635992173
encoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.9472370589318643
encoder.encoder.layers.0.self_attn.out_proj.bias,2,0,0.7749906713046066
encoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.9472370589318643
encoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.541353136205556
encoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.5904615827479086
encoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.541353136205556
encoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.8343872080376816
encoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.5904615827479086
encoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.8343872080376816
encoder.encoder.layers.1.linear1.bias,0,1,0.3243543244021056
encoder.encoder.layers.1.linear1.bias,0,2,0.3393475944736617
encoder.encoder.layers.1.linear1.bias,1,0,0.3243543244021056
encoder.encoder.layers.1.linear1.bias,1,2,0.6947898431576652
encoder.encoder.layers.1.linear1.bias,2,0,0.3393475944736617
encoder.encoder.layers.1.linear1.bias,2,1,0.6947898431576652
encoder.encoder.layers.1.linear1.weight,0,1,0.27299203593127463
encoder.encoder.layers.1.linear1.weight,0,2,0.2993230595580307
encoder.encoder.layers.1.linear1.weight,1,0,0.27299203593127463
encoder.encoder.layers.1.linear1.weight,1,2,0.6682956358058895
encoder.encoder.layers.1.linear1.weight,2,0,0.2993230595580307
encoder.encoder.layers.1.linear1.weight,2,1,0.6682956358058895
encoder.encoder.layers.1.linear2.bias,0,1,0.7955157829525576
encoder.encoder.layers.1.linear2.bias,0,2,0.8044656057551335
encoder.encoder.layers.1.linear2.bias,1,0,0.7955157829525576
encoder.encoder.layers.1.linear2.bias,1,2,0.8751925638432064
encoder.encoder.layers.1.linear2.bias,2,0,0.8044656057551335
encoder.encoder.layers.1.linear2.bias,2,1,0.8751925638432064
encoder.encoder.layers.1.linear2.weight,0,1,0.2673073719775034
encoder.encoder.layers.1.linear2.weight,0,2,0.3147159539952602
encoder.encoder.layers.1.linear2.weight,1,0,0.2673073719775034
encoder.encoder.layers.1.linear2.weight,1,2,0.6989463386360344
encoder.encoder.layers.1.linear2.weight,2,0,0.3147159539952602
encoder.encoder.layers.1.linear2.weight,2,1,0.6989463386360344
encoder.encoder.layers.1.norm1.bias,0,1,0.48494210997562787
encoder.encoder.layers.1.norm1.bias,0,2,0.5026755917217104
encoder.encoder.layers.1.norm1.bias,1,0,0.48494210997562787
encoder.encoder.layers.1.norm1.bias,1,2,0.8882820347355576
encoder.encoder.layers.1.norm1.bias,2,0,0.5026755917217104
encoder.encoder.layers.1.norm1.bias,2,1,0.8882820347355576
encoder.encoder.layers.1.norm1.weight,0,1,0.5986657882044104
encoder.encoder.layers.1.norm1.weight,0,2,0.6612497619003191
encoder.encoder.layers.1.norm1.weight,1,0,0.5986657882044104
encoder.encoder.layers.1.norm1.weight,1,2,0.8342045128042322
encoder.encoder.layers.1.norm1.weight,2,0,0.6612497619003191
encoder.encoder.layers.1.norm1.weight,2,1,0.8342045128042322
encoder.encoder.layers.1.norm2.bias,0,1,0.6098302846382916
encoder.encoder.layers.1.norm2.bias,0,2,0.7606079019880045
encoder.encoder.layers.1.norm2.bias,1,0,0.6098302846382916
encoder.encoder.layers.1.norm2.bias,1,2,0.848727273641894
encoder.encoder.layers.1.norm2.bias,2,0,0.7606079019880045
encoder.encoder.layers.1.norm2.bias,2,1,0.848727273641894
encoder.encoder.layers.1.norm2.weight,0,1,0.3295618581602485
encoder.encoder.layers.1.norm2.weight,0,2,0.44470266422543553
encoder.encoder.layers.1.norm2.weight,1,0,0.3295618581602485
encoder.encoder.layers.1.norm2.weight,1,2,0.7876534196586877
encoder.encoder.layers.1.norm2.weight,2,0,0.44470266422543553
encoder.encoder.layers.1.norm2.weight,2,1,0.7876534196586877
encoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.6403542478044838
encoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.6799253886718437
encoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.6403542478044838
encoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.8636385756271735
encoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.6799253886718437
encoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.8636385756271735
encoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.4193695807218742
encoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.4762187235347807
encoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.4193695807218742
encoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.7493127009607283
encoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.4762187235347807
encoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.7493127009607283
encoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.8202186863691829
encoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.8272922631747607
encoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.8202186863691829
encoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.879095417481602
encoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.8272922631747607
encoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.879095417481602
encoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.4695483327482149
encoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.5541129943952898
encoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.4695483327482149
encoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.7842660453729255
encoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.5541129943952898
encoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.7842660453729255
encoder.encoder.layers.2.linear1.bias,0,1,0.49623880233973994
encoder.encoder.layers.2.linear1.bias,0,2,0.477299364048149
encoder.encoder.layers.2.linear1.bias,1,0,0.49623880233973994
encoder.encoder.layers.2.linear1.bias,1,2,0.7507377349056672
encoder.encoder.layers.2.linear1.bias,2,0,0.477299364048149
encoder.encoder.layers.2.linear1.bias,2,1,0.7507377349056672
encoder.encoder.layers.2.linear1.weight,0,1,0.37698190549620425
encoder.encoder.layers.2.linear1.weight,0,2,0.4017365635085315
encoder.encoder.layers.2.linear1.weight,1,0,0.37698190549620425
encoder.encoder.layers.2.linear1.weight,1,2,0.7099087815405621
encoder.encoder.layers.2.linear1.weight,2,0,0.4017365635085315
encoder.encoder.layers.2.linear1.weight,2,1,0.7099087815405621
encoder.encoder.layers.2.linear2.bias,0,1,0.8451579296191104
encoder.encoder.layers.2.linear2.bias,0,2,0.7420760475848643
encoder.encoder.layers.2.linear2.bias,1,0,0.8451579296191104
encoder.encoder.layers.2.linear2.bias,1,2,0.8511185663339386
encoder.encoder.layers.2.linear2.bias,2,0,0.7420760475848643
encoder.encoder.layers.2.linear2.bias,2,1,0.8511185663339386
encoder.encoder.layers.2.linear2.weight,0,1,0.3071962507067362
encoder.encoder.layers.2.linear2.weight,0,2,0.39047591627357814
encoder.encoder.layers.2.linear2.weight,1,0,0.3071962507067362
encoder.encoder.layers.2.linear2.weight,1,2,0.7057352185519331
encoder.encoder.layers.2.linear2.weight,2,0,0.39047591627357814
encoder.encoder.layers.2.linear2.weight,2,1,0.7057352185519331
encoder.encoder.layers.2.norm1.bias,0,1,0.622269166230807
encoder.encoder.layers.2.norm1.bias,0,2,0.7218092672092896
encoder.encoder.layers.2.norm1.bias,1,0,0.622269166230807
encoder.encoder.layers.2.norm1.bias,1,2,0.8588325856900951
encoder.encoder.layers.2.norm1.bias,2,0,0.7218092672092896
encoder.encoder.layers.2.norm1.bias,2,1,0.8588325856900951
encoder.encoder.layers.2.norm1.weight,0,1,0.5214450013131271
encoder.encoder.layers.2.norm1.weight,0,2,0.6424710879636011
encoder.encoder.layers.2.norm1.weight,1,0,0.5214450013131271
encoder.encoder.layers.2.norm1.weight,1,2,0.7665620752021207
encoder.encoder.layers.2.norm1.weight,2,0,0.6424710879636011
encoder.encoder.layers.2.norm1.weight,2,1,0.7665620752021207
encoder.encoder.layers.2.norm2.bias,0,1,0.5990614543927184
encoder.encoder.layers.2.norm2.bias,0,2,0.6473440634798231
encoder.encoder.layers.2.norm2.bias,1,0,0.5990614543927184
encoder.encoder.layers.2.norm2.bias,1,2,0.8819173119384209
encoder.encoder.layers.2.norm2.bias,2,0,0.6473440634798231
encoder.encoder.layers.2.norm2.bias,2,1,0.8819173119384209
encoder.encoder.layers.2.norm2.weight,0,1,0.4934162713570653
encoder.encoder.layers.2.norm2.weight,0,2,0.5426287043315068
encoder.encoder.layers.2.norm2.weight,1,0,0.4934162713570653
encoder.encoder.layers.2.norm2.weight,1,2,0.7900819416737729
encoder.encoder.layers.2.norm2.weight,2,0,0.5426287043315068
encoder.encoder.layers.2.norm2.weight,2,1,0.7900819416737729
encoder.encoder.layers.2.self_attn.in_proj_bias,0,1,0.6116350801205701
encoder.encoder.layers.2.self_attn.in_proj_bias,0,2,0.6981210762175849
encoder.encoder.layers.2.self_attn.in_proj_bias,1,0,0.6116350801205701
encoder.encoder.layers.2.self_attn.in_proj_bias,1,2,0.7654863563398074
encoder.encoder.layers.2.self_attn.in_proj_bias,2,0,0.6981210762175849
encoder.encoder.layers.2.self_attn.in_proj_bias,2,1,0.7654863563398074
encoder.encoder.layers.2.self_attn.in_proj_weight,0,1,0.36783779470556066
encoder.encoder.layers.2.self_attn.in_proj_weight,0,2,0.47777455814095027
encoder.encoder.layers.2.self_attn.in_proj_weight,1,0,0.36783779470556066
encoder.encoder.layers.2.self_attn.in_proj_weight,1,2,0.6695790503873145
encoder.encoder.layers.2.self_attn.in_proj_weight,2,0,0.47777455814095027
encoder.encoder.layers.2.self_attn.in_proj_weight,2,1,0.6695790503873145
encoder.encoder.layers.2.self_attn.out_proj.bias,0,1,0.7969357703891756
encoder.encoder.layers.2.self_attn.out_proj.bias,0,2,0.7424353942228582
encoder.encoder.layers.2.self_attn.out_proj.bias,1,0,0.7969357703891756
encoder.encoder.layers.2.self_attn.out_proj.bias,1,2,0.8878264199704118
encoder.encoder.layers.2.self_attn.out_proj.bias,2,0,0.7424353942228582
encoder.encoder.layers.2.self_attn.out_proj.bias,2,1,0.8878264199704118
encoder.encoder.layers.2.self_attn.out_proj.weight,0,1,0.47905980934575454
encoder.encoder.layers.2.self_attn.out_proj.weight,0,2,0.5540752511240861
encoder.encoder.layers.2.self_attn.out_proj.weight,1,0,0.47905980934575454
encoder.encoder.layers.2.self_attn.out_proj.weight,1,2,0.7950373048506457
encoder.encoder.layers.2.self_attn.out_proj.weight,2,0,0.5540752511240861
encoder.encoder.layers.2.self_attn.out_proj.weight,2,1,0.7950373048506457
encoder.norm.bias,0,1,0.7855235602199216
encoder.norm.bias,0,2,0.6609563175021137
encoder.norm.bias,1,0,0.7855235602199216
encoder.norm.bias,1,2,0.785672040501399
encoder.norm.bias,2,0,0.6609563175021137
encoder.norm.bias,2,1,0.785672040501399
encoder.norm.weight,0,1,0.48453209039156925
encoder.norm.weight,0,2,0.6588102857213173
encoder.norm.weight,1,0,0.48453209039156925
encoder.norm.weight,1,2,0.7868690699287342
encoder.norm.weight,2,0,0.6588102857213173
encoder.norm.weight,2,1,0.7868690699287342
encoder_pos_enc,0,1,0.4857711139804934
encoder_pos_enc,0,2,0.5970074738690816
encoder_pos_enc,1,0,0.4857711139804934
encoder_pos_enc,1,2,0.6979146644737431
encoder_pos_enc,2,0,0.5970074738690816
encoder_pos_enc,2,1,0.6979146644737431
encoder_to_decoder.bias,0,1,0.726914432831374
encoder_to_decoder.bias,0,2,0.6103803648421734
encoder_to_decoder.bias,1,0,0.726914432831374
encoder_to_decoder.bias,1,2,0.8038561706581026
encoder_to_decoder.bias,2,0,0.6103803648421734
