i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.4004361626126452,1
0,2,0.4535410302029076,2
1,0,0.4004361626126452,1
1,1,1.0,0
1,2,0.7404841453073719,1
2,0,0.4535410302029076,2
2,1,0.7404841453073719,1
2,2,1.0,0
