merge_scale,metric,value,selected
0.0,forecast/mse,0.0971289575099945,0
0.05,forecast/mse,0.06726982444524765,0
0.1,forecast/mse,0.050258442759513855,0
0.15,forecast/mse,0.04015171900391579,0
0.2,forecast/mse,0.03366507589817047,0
0.25,forecast/mse,0.029215659946203232,0
0.3,forecast/mse,0.026054177433252335,0
0.35,forecast/mse,0.02382965013384819,0
0.4,forecast/mse,0.022355638444423676,0
0.45,forecast/mse,0.021510500460863113,0
0.5,forecast/mse,0.021215196698904037,1
0.55,forecast/mse,0.021418118849396706,0
0.6,forecast/mse,0.022090140730142593,0
0.65,forecast/mse,0.023185832425951958,0
0.7,forecast/mse,0.024719415232539177,0
0.75,forecast/mse,0.02673904411494732,0
0.8,forecast/mse,0.029284415766596794,0
0.85,forecast/mse,0.03239469602704048,0
0.9,forecast/mse,0.03607916831970215,0
0.95,forecast/mse,0.040357258170843124,0
1.0,forecast/mse,0.04525948315858841,0
1.05,forecast/mse,0.050826530903577805,0
1.1,forecast/mse,0.05709787830710411,0
1.15,forecast/mse,0.0641171783208847,0
1.2,forecast/mse,0.07189828157424927,0
