temporal_distance,mean,std,n_pairs
1,0.3402761228475561,0.13978306125456924,4
2,0.16397902006605666,0.0374350569496348,3
3,0.07997059412848789,0.02156065690586679,2
4,0.05195004881031359,0.0,1
