model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,forecast/mae,0.4174783527851105,1.0,926,124
ft_0,val_base,val,forecast/mae,0.5628293752670288,1.3481642138143033,926,124
ft_1,val_base,val,forecast/mae,0.47872796654701233,1.1467132687318737,926,124
ft_2,val_base,val,forecast/mae,0.42896875739097595,1.0275233542750417,926,124
ft_3,val_base,val,forecast/mae,0.5112403631210327,1.2245913104485793,926,124
ft_4,val_base,val,forecast/mae,0.7373278737068176,1.7661463613332402,926,124
merged,val_base,val,forecast/mae,0.4676315188407898,1.1201335727256134,926,124
base,val_base,val,forecast/mse,0.6075327396392822,1.0,926,124
ft_0,val_base,val,forecast/mse,0.6865087151527405,1.1299946000611418,926,124
ft_1,val_base,val,forecast/mse,0.6385760307312012,1.0510973138836117,926,124
ft_2,val_base,val,forecast/mse,0.5771468281745911,0.9499847341844778,926,124
ft_3,val_base,val,forecast/mse,0.6643442511558533,1.0935118518062128,926,124
ft_4,val_base,val,forecast/mse,0.966116189956665,1.5902290147034528,926,124
merged,val_base,val,forecast/mse,0.6080511212348938,1.0008532570539646,926,124
base,val_base,val,forecast/rmse,0.7794438656114256,1.0,926,124
ft_0,val_base,val,forecast/rmse,0.8285582147035538,1.0630120413528445,926,124
ft_1,val_base,val,forecast/rmse,0.7991095236143799,1.0252303711281732,926,124
ft_2,val_base,val,forecast/rmse,0.7597018021398864,0.9746716032513094,926,124
ft_3,val_base,val,forecast/rmse,0.8150731569349179,1.045711170355473,926,124
ft_4,val_base,val,forecast/rmse,0.9829120967597585,1.261042828258998,926,124
merged,val_base,val,forecast/rmse,0.7797763276958937,1.0004265375598373,926,124
base,val_0,val,forecast/mae,0.6365609765052795,1.0,89,124
ft_0,val_0,val,forecast/mae,0.496947318315506,0.7806751225055412,89,124
ft_1,val_0,val,forecast/mae,0.32589563727378845,0.5119629529647826,89,124
ft_2,val_0,val,forecast/mae,0.4167282283306122,0.6546556319214706,89,124
ft_3,val_0,val,forecast/mae,0.5114367008209229,0.8034370935345596,89,124
ft_4,val_0,val,forecast/mae,0.4897511303424835,0.7693703328017651,89,124
merged,val_0,val,forecast/mae,0.415138840675354,0.6521587970322446,89,124
base,val_0,val,forecast/mse,0.8405207395553589,1.0,89,124
ft_0,val_0,val,forecast/mse,0.4165586531162262,0.4955959246604534,89,124
ft_1,val_0,val,forecast/mse,0.3107544481754303,0.3697165739655889,89,124
ft_2,val_0,val,forecast/mse,0.33980342745780945,0.40427726701612116,89,124
ft_3,val_0,val,forecast/mse,0.4216575026512146,0.5016622229622487,89,124
ft_4,val_0,val,forecast/mse,0.36661654710769653,0.4361778714724388,89,124
merged,val_0,val,forecast/mse,0.36213549971580505,0.43084659625100646,89,124
base,val_0,val,forecast/rmse,0.9167991816943113,1.0,89,124
ft_0,val_0,val,forecast/rmse,0.645413552008498,0.7039857418019583,89,124
ft_1,val_0,val,forecast/rmse,0.5574535390285278,0.6080432336319425,89,124
ft_2,val_0,val,forecast/rmse,0.5829266055497977,0.6358280168537096,89,124
ft_3,val_0,val,forecast/rmse,0.6493516017160615,0.7082811750726181,89,124
ft_4,val_0,val,forecast/rmse,0.6054886845414178,0.6604376363233995,89,124
merged,val_0,val,forecast/rmse,0.6017769517984259,0.6563890586009234,89,124
base,val_1,val,forecast/mae,0.526658296585083,1.0,89,124
ft_0,val_1,val,forecast/mae,0.4478898346424103,0.8504372522878362,89,124
ft_1,val_1,val,forecast/mae,0.25620800256729126,0.4864786223412322,89,124
ft_2,val_1,val,forecast/mae,0.391940712928772,0.7442030543716175,89,124
ft_3,val_1,val,forecast/mae,0.471017986536026,0.8943521626644152,89,124
ft_4,val_1,val,forecast/mae,0.4281822144985199,0.8130171256674505,89,124
merged,val_1,val,forecast/mae,0.354430228471756,0.6729794836043125,89,124
base,val_1,val,forecast/mse,0.5476477742195129,1.0,89,124
ft_0,val_1,val,forecast/mse,0.2765152156352997,0.5049143421232357,89,124
ft_1,val_1,val,forecast/mse,0.12957577407360077,0.2366042193054967,89,124
ft_2,val_1,val,forecast/mse,0.23133496940135956,0.4224156114412215,89,124
ft_3,val_1,val,forecast/mse,0.3401336967945099,0.6210811269693476,89,124
ft_4,val_1,val,forecast/mse,0.2766573429107666,0.5051738652732557,89,124
merged,val_1,val,forecast/mse,0.2079377919435501,0.3796925720001241,89,124
base,val_1,val,forecast/rmse,0.7400322791740324,1.0,89,124
ft_0,val_1,val,forecast/rmse,0.5258471409405016,0.7105732489499135,89,124
ft_1,val_1,val,forecast/rmse,0.35996635130745314,0.4864197974029189,89,124
ft_2,val_1,val,forecast/rmse,0.4809729404045092,0.6499350824822595,89,124
ft_3,val_1,val,forecast/rmse,0.583209822271976,0.7880870046951336,89,124
ft_4,val_1,val,forecast/rmse,0.5259822648253138,0.7107558408295043,89,124
merged,val_1,val,forecast/rmse,0.45600196484615074,0.6161919928075372,89,124
base,val_2,val,forecast/mae,0.7707180976867676,1.0,89,124
