model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,forecast/mae,0.4013305902481079,1.0,926,8
ft_0,val_base,val,forecast/mae,0.4278932809829712,1.0661865588627117,926,8
ft_1,val_base,val,forecast/mae,0.3857615292072296,0.9612063933844333,926,8
merged,val_base,val,forecast/mae,0.3894249200820923,0.9703345061270924,926,8
base,val_base,val,forecast/mse,0.330875426530838,1.0,926,8
ft_0,val_base,val,forecast/mse,0.35039448738098145,1.0589921743503192,926,8
ft_1,val_base,val,forecast/mse,0.30988630652427673,0.9365648871944708,926,8
merged,val_base,val,forecast/mse,0.3094884157180786,0.9353623475850175,926,8
base,val_base,val,forecast/rmse,0.5752177209812281,1.0,926,8
ft_0,val_base,val,forecast/rmse,0.5919412871062311,1.0290734543026165,926,8
ft_1,val_base,val,forecast/rmse,0.5566743271647048,0.9677628259002672,926,8
merged,val_base,val,forecast/rmse,0.5563168303386826,0.9671413276171261,926,8
base,val_0,val,forecast/mae,0.5877835154533386,1.0,403,8
ft_0,val_0,val,forecast/mae,0.5471910238265991,0.9309397243040547,403,8
ft_1,val_0,val,forecast/mae,0.5000912547111511,0.8508085741830421,403,8
merged,val_0,val,forecast/mae,0.4990869164466858,0.849099886821011,403,8
base,val_0,val,forecast/mse,0.6992163062095642,1.0,403,8
ft_0,val_0,val,forecast/mse,0.5676756501197815,0.8118741583661547,403,8
ft_1,val_0,val,forecast/mse,0.5223727226257324,0.7470831529337512,403,8
merged,val_0,val,forecast/mse,0.5087120532989502,0.7275460380159993,403,8
base,val_0,val,forecast/rmse,0.8361915487551667,1.0,403,8
ft_0,val_0,val,forecast/rmse,0.753442532725477,0.9010405975127618,403,8
ft_1,val_0,val,forecast/rmse,0.7227535697772322,0.8643397207890836,403,8
merged,val_0,val,forecast/rmse,0.7132405297646441,0.8529630929975806,403,8
base,val_1,val,forecast/mae,0.5869389772415161,1.0,403,8
ft_0,val_1,val,forecast/mae,0.5480045676231384,0.9336653193465514,403,8
ft_1,val_1,val,forecast/mae,0.36382734775543213,0.6198725282572654,403,8
merged,val_1,val,forecast/mae,0.41049259901046753,0.6993786661429308,403,8
base,val_1,val,forecast/mse,0.5760674476623535,1.0,403,8
ft_0,val_1,val,forecast/mse,0.48694801330566406,0.8452968750129335,403,8
ft_1,val_1,val,forecast/mse,0.25958481431007385,0.45061531486191964,403,8
merged,val_1,val,forecast/mse,0.3169574737548828,0.5502089643167252,403,8
base,val_1,val,forecast/rmse,0.7589910721888324,1.0,403,8
ft_0,val_1,val,forecast/rmse,0.6978166043493549,0.9194002800809524,403,8
ft_1,val_1,val,forecast/rmse,0.5094946656345617,0.6712788651983017,403,8
merged,val_1,val,forecast/rmse,0.5629897634547921,0.741760719044036,403,8
base,test,test,forecast/mae,0.6267167329788208,1.0,3365,8
ft_0,test,test,forecast/mae,0.5769670009613037,0.9206184717917875,3365,8
ft_1,test,test,forecast/mae,0.4456944763660431,0.7111577733813353,3365,8
merged,test,test,forecast/mae,0.4753079414367676,0.7584095276626834,3365,8
standard,test,test,forecast/mae,0.4583309292793274,0.7313207150236025,3365,8
base,test,test,forecast/mse,0.752792239189148,1.0,3365,8
ft_0,test,test,forecast/mse,0.5960609316825867,0.7918000487420266,3365,8
ft_1,test,test,forecast/mse,0.4018179476261139,0.5337700453167827,3365,8
merged,test,test,forecast/mse,0.4545615017414093,0.6038339372773414,3365,8
standard,test,test,forecast/mse,0.41914814710617065,0.5567912702682031,3365,8
base,test,test,forecast/rmse,0.8676360061622316,1.0,3365,8
ft_0,test,test,forecast/rmse,0.7720498246114603,0.8898314721013336,3365,8
ft_1,test,test,forecast/rmse,0.6338911165382537,0.7305956784137057,3365,8
merged,test,test,forecast/rmse,0.6742117632772431,0.7770675242714377,3365,8
standard,test,test,forecast/rmse,0.647416517480185,0.7461844746898739,3365,8
