i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.22019886832479446,1
0,2,0.16660488561843373,2
1,0,0.22019886832479446,1
1,1,1.0,0
1,2,0.22799308130426368,1
2,0,0.16660488561843373,2
2,1,0.22799308130426368,1
2,2,1.0,0
