merge_scale,metric,value,selected
0.0,forecast/mse,0.12650611996650696,0
0.05,forecast/mse,0.08386747539043427,0
0.1,forecast/mse,0.056054893881082535,0
0.15,forecast/mse,0.04103059321641922,0
0.2,forecast/mse,0.035296887159347534,1
0.25,forecast/mse,0.03553837537765503,0
0.3,forecast/mse,0.039972707629203796,0
0.35,forecast/mse,0.04817669093608856,0
0.4,forecast/mse,0.06192804127931595,0
0.45,forecast/mse,0.08153651654720306,0
0.5,forecast/mse,0.1062488779425621,0
0.55,forecast/mse,0.13621485233306885,0
0.6,forecast/mse,0.17088358104228973,0
0.65,forecast/mse,0.21015021204948425,0
0.7,forecast/mse,0.2537429928779602,0
0.75,forecast/mse,0.30108606815338135,0
0.8,forecast/mse,0.3515855371952057,0
0.85,forecast/mse,0.40470728278160095,0
0.9,forecast/mse,0.4597472846508026,0
0.95,forecast/mse,0.5158932209014893,0
1.0,forecast/mse,0.5724871158599854,0
1.05,forecast/mse,0.6281561255455017,0
1.1,forecast/mse,0.6821492314338684,0
1.15,forecast/mse,0.7350708842277527,0
1.2,forecast/mse,0.786128580570221,0
