temporal_distance,mean,std,n_pairs
1,0.21029010521924618,0.1004037282050568,4
2,0.08502849185752383,0.05736462919782019,3
3,0.08640321227456314,0.13413004806734624,2
4,0.09633415874073242,0.0,1
