singular_index,singular_value,p,cumulative_energy
0,2.4451682281350693,0.6352063898672126,0.6352063898672126
1,1.849115378179243,0.3632665346238902,0.9984729244911028
2,0.11988961648855687,0.0015270755088970726,0.9999999999999999
