i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.2595443516696565,1
0,2,0.2126207340100215,2
1,0,0.2595443516696565,1
1,1,1.0,0
1,2,0.2488348369311143,1
2,0,0.2126207340100215,2
2,1,0.2488348369311143,1
2,2,1.0,0
