merge_scale,metric,value,selected
0.0,forecast/mse,0.3481074571609497,0
0.05,forecast/mse,0.30943378806114197,0
0.1,forecast/mse,0.2741416096687317,0
0.15,forecast/mse,0.24266906082630157,0
0.2,forecast/mse,0.21526551246643066,0
0.25,forecast/mse,0.19209028780460358,0
0.3,forecast/mse,0.17321278154850006,0
0.35,forecast/mse,0.1584741473197937,0
0.4,forecast/mse,0.14755474030971527,0
0.45,forecast/mse,0.14011935889720917,0
0.5,forecast/mse,0.13575321435928345,0
0.55,forecast/mse,0.13406121730804443,1
0.6,forecast/mse,0.13465027511119843,0
0.65,forecast/mse,0.13718096911907196,0
0.7,forecast/mse,0.14133907854557037,0
0.75,forecast/mse,0.14684951305389404,0
0.8,forecast/mse,0.15350030362606049,0
0.85,forecast/mse,0.16114027798175812,0
0.9,forecast/mse,0.1696299910545349,0
0.95,forecast/mse,0.17886827886104584,0
1.0,forecast/mse,0.1887870877981186,0
1.05,forecast/mse,0.19931767880916595,0
1.1,forecast/mse,0.2104194611310959,0
1.15,forecast/mse,0.22205761075019836,0
1.2,forecast/mse,0.23419570922851562,0
