i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.3156457284655326,1
0,2,0.3891364513112832,2
1,0,0.3156457284655326,1
1,1,1.0,0
1,2,0.6600663397715488,1
2,0,0.3891364513112832,2
2,1,0.6600663397715488,1
2,2,1.0,0
