parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.8533199317439735
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.9166815793126593
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,1.003432565119834
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,1.0896587563469649
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.2787509602028613
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.3659728947684369
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.4213100069621167
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.5701117524437822
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.7712719188332042
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,0.8576960165317621
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,0.9549659263580081
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.0232057372428944
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.0857440400518652
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.3792492059383767
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.3966464311713633
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.5213495062530873
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.8533199317439732
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.9166815793126589
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,1.003432565119834
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,1.0896587563469649
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.2787509602028615
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.365972894768437
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.4213100069621167
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.5701117524437822
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.40516489373478864
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.5124202823931452
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,0.5635140493204011
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,0.6025476708176034
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,0.6782804460257236
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,0.7961406936425514
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,0.8749867959489905
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.3284416209292447
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,0.7712719188332037
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,0.857696016531762
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,0.9549659263580079
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.0232057372428944
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.085744040051865
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.3792492059383767
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.3966464311713633
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,7,1.5213495062530873
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,0,0.4051648937347889
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,1,0.512420282393145
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,2,0.5635140493204011
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,3,0.6025476708176034
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,4,0.678280446025724
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,5,0.7961406936425512
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,6,0.8749867959489902
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,7,1.3284416209292447
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,0,0.3907403587038301
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,1,0.4228846206210978
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,2,0.5406621227814913
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,3,0.6086383336915961
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,4,0.7921442446521602
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,5,1.329267440984263
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,6,1.409015602573851
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,7,1.5366952647098735
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,0,0.34700263538737575
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,1,0.409156489501644
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,2,0.4189940626815903
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,3,0.4914082893411797
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,4,0.576129577689339
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,5,0.7365592874853767
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,6,1.2314530541798372
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,7,1.2766075791951708
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,0,0.3907403587038304
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,1,0.4228846206210986
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,2,0.5406621227814913
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,3,0.6086383336915963
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,4,0.7921442446521598
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,5,1.329267440984263
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,6,1.4090156025738507
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,7,1.5366952647098735
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,0,0.17715135443303212
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,1,0.22126905162853988
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,2,0.3192247536420351
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,3,0.539232846271732
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,4,0.5930813802262347
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,5,0.7517473589923255
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,6,1.1419168591830746
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,7,1.508707624606172
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,0,0.3470026353873754
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,1,0.40915648950164235
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,2,0.41899406268158973
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,3,0.4914082893411797
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,4,0.5761295776893389
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,5,0.7365592874853766
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,6,1.2314530541798372
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,7,1.2766075791951708
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,0,0.17715135443303148
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,1,0.22126905162853885
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,2,0.3192247536420337
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,3,0.5392328462717322
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,4,0.5930813802262349
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,5,0.7517473589923254
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,6,1.1419168591830744
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,7,1.508707624606172
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,0,0.6119939512584127
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,1,0.6621610031779982
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,2,0.7628552774106947
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,3,0.8547760635614212
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,4,1.1130827378494719
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,5,1.3208185568128492
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,6,1.4049250706718583
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,7,1.5660409933159325
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,0,0.49784060159275006
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,1,0.5480335258097392
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,2,0.6425635943917175
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,3,0.7504695873446083
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,4,0.9074486744305784
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,5,1.0596181982907726
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,6,1.3372963064182763
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,7,1.488584222934284
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,0,0.6119939512584122
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,1,0.6621610031779974
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,2,0.762855277410695
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,3,0.8547760635614212
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,4,1.1130827378494719
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,5,1.3208185568128492
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,6,1.4049250706718581
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,7,1.5660409933159325
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,0,0.36910440437841957
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,1,0.4745847788822703
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,2,0.49773699653845593
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,3,0.6082398588024268
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,4,0.7072195701670301
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,5,0.7700869811588356
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,6,1.1003737029795995
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,7,1.4082264453425266
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,0,0.4978406015927503
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,1,0.5480335258097394
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,2,0.6425635943917175
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,3,0.7504695873446087
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,4,0.9074486744305783
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,5,1.0596181982907726
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,6,1.3372963064182763
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,7,1.4885842229342838
