temporal_distance,mean,std,n_pairs
1,0.7569086203654687,0.07601934652358458,4
2,0.7121813423633604,0.05219408344798418,3
3,0.6751406709059808,0.056199946206530405,2
4,0.609531534750473,0.0,1
