singular_index,singular_value,p,cumulative_energy
0,1.1410302368316612,0.7911478180754149,0.7911478180754149
1,0.3574930355398035,0.07766019905935921,0.8688080171347741
2,0.3031347797899428,0.05583864399680816,0.9246466611315822
3,0.27666169704260024,0.04651161305690529,0.9711582741884875
4,0.21786073163757666,0.028841725811512373,0.9999999999999999
