temporal_distance,mean,std,n_pairs
1,0.3226504550875143,0.10198516685851235,4
2,0.21429432581250338,0.04115591905143689,3
3,0.15181039776120184,0.02438971146523064,2
4,0.17721314123050882,0.0,1
