temporal_distance,mean,std,n_pairs
1,0.3336610054377735,0.03139741772251253,4
2,0.30788225218235177,0.11350816181768075,3
3,0.331464056007856,0.06435423415983524,2
4,0.24833665451628115,0.0,1
