singular_index,singular_value,p,cumulative_energy
0,3.1904361003548907,0.7444817169686684,0.7444817169686684
1,1.4458480861780723,0.15289710561004144,0.8973788225787098
2,1.1845176299425988,0.10262117742129027,1.0
