run_id,seed,status,model,dataset,task,pipeline,eval_seed,experiment_name,mae_tx_patch_len,mae_tx_encoder_embed_dim,mae_tx_encoder_layers,mae_tx_encoder_heads,mae_tx_decoder_embed_dim,mae_tx_decoder_layers,mae_tx_decoder_heads,mae_tx_mask_ratio,mae_tx_n_eval_passes,mae_tx_training_mode,mae_tx_patch_norm,mae_tx_instance_norm,dataset_baseline_fraction,dataset_baseline_use_fraction,dataset_n_finetune_segments,dataset_val_fraction,dataset_window_len,dataset_forecast_len,dataset_stride,dataset_normalization,dataset_test_fraction,loader_batch_size,loader_num_workers,trainer_n_epochs,trainer_patience,trainer_optimizer,trainer_weight_decay,trainer_learning_rate,trainer_grad_clip,trainer_scheduler,trainer_warmup_ratio,trainer_device,trainer_checkpoint_interval,trainer_reg_lambda,trainer_reg_exclude,configurator_debug,train_test_forecast/mse,train_test_forecast/rmse,train_test_forecast/mae,train_val_forecast/mse,train_val_forecast/rmse,train_val_forecast/mae
59058,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.05,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.001,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.4170699715614319,0.6458095474375025,0.43982163071632385,0.3014654219150543,0.5490586689189547,0.37263837456703186
59059,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.05,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.0003,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.388079434633255,0.6229602191418445,0.4287675619125366,0.3018569052219391,0.5494150573309209,0.37889593839645386
59060,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.1,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.001,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.3910595774650574,0.6253475653307186,0.43418389558792114,0.30790746212005615,0.5548940999146199,0.375281423330307
59061,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.1,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.0003,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.3838041126728058,0.6195192593235547,0.43626701831817627,0.30710721015930176,0.5541725454759571,0.37805119156837463
59062,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.15,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.001,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.42706435918807983,0.6535016137608841,0.45731475949287415,0.3060767352581024,0.5532420223176313,0.3873165547847748
59063,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.15,120,24,1,standard,0.2,128,4,100,15,adamw,0.0001,0.0003,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.4546782374382019,0.6742983297014771,0.4706882834434509,0.31238284707069397,0.5589121997869558,0.388569176197052
59064,42,complete,MaeTx,EtthForecastDataset,forecast,StandardPipeline,,slurm_grid_etth_forecast_train_standard,4,128,3,4,64,2,4,0.5,1,causal_mask,False,False,1.0,1.0,0,0.1,120,24,1,standard,0.2,128,4,100,15,adamw,0.001,0.001,1.0,cosine,0.1,auto,0,0.0,"['norm', 'bias']",False,0.3915548622608185,0.6257434476371434,0.43442773818969727,0.308137983083725,0.5551017772298382,0.3752170503139496
