step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.25601402498449466,0.3333333333333333,0.3557618096472977
1,0.5328887995304787,0.5,0.29206537179973946,0.3333333333333333,0.3557618096472977
2,0.4519206032157659,0.3333333333333333,0.4519206032157659,0.3333333333333333,0.3557618096472977
