step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.23818456492709267,0.3333333333333333,0.6067562781013958
1,0.6921765282841897,0.5,0.5355854260337986,0.3333333333333333,0.6067562781013958
2,0.22623000903910867,0.3333333333333333,0.22623000903910867,0.3333333333333333,0.6067562781013958
