step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.03372139490369062,0.2,1.1855868878635836
1,0.9283801656215975,0.5,0.43711737757271674,0.2,1.1855868878635836
2,0.14157468072220303,0.3333333333333333,0.07765247295019469,0.2,1.1855868878635836
3,0.42371522926305866,0.25,0.4032799504792042,0.2,1.1855868878635836
4,0.04822880409419378,0.2,0.04822880409419378,0.2,1.1855868878635836
