merge_scale,metric,value,selected
0.0,forecast/mse,0.0864502415060997,0
0.05,forecast/mse,0.061346981674432755,0
0.1,forecast/mse,0.04499588534235954,0
0.15,forecast/mse,0.035569753497838974,0
0.2,forecast/mse,0.031026192009449005,0
0.25,forecast/mse,0.03027799353003502,1
0.3,forecast/mse,0.03304022550582886,0
0.35,forecast/mse,0.039440855383872986,0
0.4,forecast/mse,0.049476731568574905,0
0.45,forecast/mse,0.06323413550853729,0
0.5,forecast/mse,0.08086453378200531,0
0.55,forecast/mse,0.10259194672107697,0
0.6,forecast/mse,0.12874631583690643,0
0.65,forecast/mse,0.1599425971508026,0
0.7,forecast/mse,0.19658665359020233,0
0.75,forecast/mse,0.23809760808944702,0
0.8,forecast/mse,0.28517380356788635,0
0.85,forecast/mse,0.3388739228248596,0
0.9,forecast/mse,0.39967042207717896,0
0.95,forecast/mse,0.46816393733024597,0
1.0,forecast/mse,0.5456891655921936,0
1.05,forecast/mse,0.6332953572273254,0
1.1,forecast/mse,0.732126772403717,0
1.15,forecast/mse,0.8435314893722534,0
1.2,forecast/mse,0.9684960246086121,0
