temporal_distance,mean,std,n_pairs
1,0.3408059879542682,0.01578562266560809,4
2,0.29591126349135094,0.12133372720253076,3
3,0.3610987366897146,0.09685677926333619,2
4,0.2694291328967417,0.0,1
