i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.25891976025150026,1
0,2,0.2131126049538278,2
1,0,0.25891976025150026,1
1,1,1.0,0
1,2,0.24707047186258496,1
2,0,0.2131126049538278,2
2,1,0.24707047186258496,1
2,2,1.0,0
