merge_scale,metric,value,selected
0.0,forecast/mse,0.04284984618425369,0
0.05,forecast/mse,0.03440383821725845,0
0.1,forecast/mse,0.028420057147741318,0
0.15,forecast/mse,0.02443348802626133,0
0.2,forecast/mse,0.021973654627799988,0
0.25,forecast/mse,0.020749464631080627,0
0.3,forecast/mse,0.020611336454749107,1
0.35,forecast/mse,0.02147906832396984,0
0.4,forecast/mse,0.023357367143034935,0
0.45,forecast/mse,0.026359813287854195,0
0.5,forecast/mse,0.030653705820441246,0
0.55,forecast/mse,0.036397699266672134,0
0.6,forecast/mse,0.04379379376769066,0
0.65,forecast/mse,0.05310693383216858,0
0.7,forecast/mse,0.06460871547460556,0
0.75,forecast/mse,0.07856082916259766,0
0.8,forecast/mse,0.09525755792856216,0
0.85,forecast/mse,0.11504136025905609,0
0.9,forecast/mse,0.13819310069084167,0
0.95,forecast/mse,0.16495800018310547,0
1.0,forecast/mse,0.19562874734401703,0
1.05,forecast/mse,0.23051592707633972,0
1.1,forecast/mse,0.2699640989303589,0
1.15,forecast/mse,0.3143292963504791,0
1.2,forecast/mse,0.3639726936817169,0
