parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.5474946267395892
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.6015139350194378
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,0.8766176126363694
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,0.9100704759305484
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.0857606351875497
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.1884893916074573
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.3882122484475299
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.5350030474699186
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.586290423928226
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,0.706257251576509
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,0.8994426972869672
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.0606568969838719
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.2533429964754976
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.3016067149532844
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.3879798520377997
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.5454731472444452
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.5474946267395893
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.6015139350194375
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,0.8766176126363694
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,0.9100704759305486
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.0857606351875493
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.1884893916074573
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.3882122484475297
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.5350030474699186
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.6696644898854662
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.816698512270213
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,0.8485910032482168
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.1979425146672908
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.271817928731416
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.3490896020147571
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.4926164663170136
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.5423279138663355
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,0.5862904239282264
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,0.7062572515765092
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,0.899442697286967
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.060656896983872
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.2533429964754974
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.3016067149532844
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.3879798520377997
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,7,1.5454731472444452
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,0,0.6696644898854662
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,1,0.8166985122702132
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,2,0.8485910032482166
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,3,1.1979425146672908
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,4,1.271817928731416
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,5,1.3490896020147571
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,6,1.4926164663170134
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,7,1.5423279138663355
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,0,0.2908721851227897
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,1,0.3180199698311015
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,2,0.478691534750485
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,3,0.5034889983021021
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,4,0.6780359334431234
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,5,1.0046514228905052
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,6,1.2802554422289498
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,7,1.5214186291554823
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,0,0.4039974053109428
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,1,0.5583562521558522
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,2,0.64321683454155
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,3,0.7051104079305033
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,4,0.8568621139234529
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,5,1.107734056803977
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,6,1.1957631209168376
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,7,1.5006581526570966
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,0,0.29087218512279006
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,1,0.3180199698311022
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,2,0.4786915347504859
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,3,0.5034889983021019
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,4,0.6780359334431243
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,5,1.0046514228905052
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,6,1.28025544222895
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,7,1.5214186291554823
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,0,0.35825230072063263
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,1,0.48049078947288487
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,2,0.5304323626587873
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,3,0.6238076620016068
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,4,0.8173166163686622
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,5,1.05829599582631
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,6,1.1765105976901142
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,7,1.3880563532240937
