dataset,metric,floor_pct,record_run_id,record_value,val_best_run_id,val_best_value,gap_to_val_best_pct,gap_to_val_best_over_floor,test_best_run_id,test_best_value,gap_to_test_best_pct,test_best_degenerate,valid_test_best_run_id,valid_test_best_value,gap_to_valid_test_best_pct,gap_to_valid_test_best_over_floor,n_trials
SWaT,window_auroc,0.087,58930,0.808873405099602,58929,0.8107485091724177,0.23181675414149194,2.6645603924309422,58933,0.8107899474399157,0.23693971494559032,False,58933,0.8107899474399157,0.23693971494559032,2.7234449993746015,7
PSM,window_auroc,0.068,59090,0.8002014195911434,59089,0.803168705123988,0.3708173292620055,5.453196018558904,58952,0.8205198795093694,2.539168192004403,True,59088,0.8045996934079929,0.5496458403056437,8.083027063318289,14
ETTh1,forecast/mse,8.759,59062,0.42706435918807983,59058,0.4170699715614319,2.3402532690035143,0.26718269996615074,59061,0.3838041126728058,10.129678486286926,False,59061,0.3838041126728058,10.129678486286926,1.1564880107645765,7
