i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.5502576055749643,1
0,2,0.26469831565637486,2
1,0,0.5502576055749643,1
1,1,1.0,0
1,2,0.3809605218249228,1
2,0,0.26469831565637486,2
2,1,0.3809605218249228,1
2,2,1.0,0
