step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.05967308539019174,0.3333333333333333,1.3647712696003669,256,1,42
1,0.7181814241022267,0.5,0.1520698247430194,0.3333333333333333,1.3647712696003669,256,1,42
2,0.7882570898667889,0.3333333333333333,0.7882570898667889,0.3333333333333333,1.3647712696003669,256,1,42
