merge_scale,metric,value,selected
0.0,forecast/mse,0.42643749713897705,0
0.05,forecast/mse,0.40411123633384705,0
0.1,forecast/mse,0.3847430646419525,0
0.15,forecast/mse,0.36852890253067017,0
0.2,forecast/mse,0.3556758761405945,0
0.25,forecast/mse,0.3464253842830658,0
0.3,forecast/mse,0.3410966098308563,0
0.35,forecast/mse,0.34006819128990173,1
0.4,forecast/mse,0.3438492715358734,0
0.45,forecast/mse,0.35296347737312317,0
0.5,forecast/mse,0.3679620921611786,0
0.55,forecast/mse,0.38935309648513794,0
0.6,forecast/mse,0.4177033603191376,0
0.65,forecast/mse,0.4534260034561157,0
0.7,forecast/mse,0.49692562222480774,0
0.75,forecast/mse,0.5485575199127197,0
0.8,forecast/mse,0.6085559129714966,0
0.85,forecast/mse,0.6771241426467896,0
0.9,forecast/mse,0.7544674873352051,0
0.95,forecast/mse,0.840638279914856,0
1.0,forecast/mse,0.935657799243927,0
1.05,forecast/mse,1.0394346714019775,0
1.1,forecast/mse,1.151758074760437,0
1.15,forecast/mse,1.2723164558410645,0
1.2,forecast/mse,1.4006874561309814,0
