run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
79886,ExchangeRateForecastDataset,5,42,forecast/mse,0.70888,0.320869,0.264482,17.573
79886,ExchangeRateForecastDataset,5,42,forecast/mae,0.677615,0.478868,0.423076,11.651
