run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80588,Ettm2ForecastDataset,3,42,forecast/mse,0.482439,0.101295,0.07849,22.514
80588,Ettm2ForecastDataset,3,42,forecast/mae,0.497166,0.234015,0.20674,11.655
