run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80550,Etth2ForecastDataset,3,123,forecast/mse,0.976762,0.175254,0.16423,6.29
80550,Etth2ForecastDataset,3,123,forecast/mae,0.738146,0.315142,0.305732,2.986
