run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
79870,EtthForecastDataset,2,123,forecast/mse,0.727325,0.411998,0.401632,2.516
79870,EtthForecastDataset,2,123,forecast/mae,0.622816,0.447718,0.44592,0.402
