run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80548,Etth2ForecastDataset,2,42,forecast/mse,0.769329,0.283593,0.235146,17.083
80548,Etth2ForecastDataset,2,42,forecast/mae,0.64377,0.422276,0.384776,8.881
