run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
79354,EtthForecastDataset,3,123,forecast/mse,0.6362,0.490005,0.453263,7.498
79354,EtthForecastDataset,3,123,forecast/mae,0.57021,0.499861,0.483634,3.246
