run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80589,Ettm2ForecastDataset,3,7,forecast/mse,0.682679,0.096591,0.077037,20.245
80589,Ettm2ForecastDataset,3,7,forecast/mae,0.616016,0.226488,0.203325,10.227
