run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80554,Etth2ForecastDataset,5,42,forecast/mse,0.851672,0.217132,0.16876,22.278
80554,Etth2ForecastDataset,5,42,forecast/mae,0.680913,0.342705,0.309661,9.642
