run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
80591,Ettm2ForecastDataset,5,42,forecast/mse,0.49468,0.137951,0.084121,39.021
80591,Ettm2ForecastDataset,5,42,forecast/mae,0.50429,0.283453,0.220497,22.21
