run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
79677,ExchangeRateForecastDataset,3,7,forecast/mse,0.720401,0.433068,0.274519,36.611
79677,ExchangeRateForecastDataset,3,7,forecast/mae,0.701775,0.501781,0.41858,16.581
