run,dataset,n_segments,seed,metric,base,best_single,oracle_router,oracle_vs_best_single_pct
79918,EtthForecastDataset,5,7,forecast/mse,0.655417,0.427494,0.36294,15.101
79918,EtthForecastDataset,5,7,forecast/mae,0.579237,0.468054,0.433443,7.395
